;P7 VLU heel;P8 VLU heel;P9 VLU heel;P10 VLU heel;P11 VLU heel;P12 VLU heel 
Q86UE4344370;1;0;0;1;0;1
Q86V48512526;1;1;1;0;0;0
Q86XI8536542;0;0;1;0;1;1
Q86YZ3115111791621164925612589;0;1;1;1;0;0
Q86YZ3149815071968197724382447;0;1;0;1;0;1
Q86YZ31815183222852302;0;1;1;1;0;0
Q8IVF2497504;1;1;0;0;1;0
Q8N1Q83544;1;0;1;0;0;1
Q8N3V7245256;1;0;0;1;1;0
Q8N4904165;0;1;0;1;0;1
Q8NC51208216;1;0;0;1;1;0
Q8NCJ51523;0;1;1;1;0;0
Q8ND562842;0;1;0;1;1;0
Q8TAE66978Q96C905362Q8TAE66978Q96C905362;0;0;1;1;0;1
Q8TBC42337;0;0;0;1;1;1
Q8TER0946953;1;1;0;0;0;1
Q8TF68295304356365;0;0;1;1;0;1
Q8WUF5168180;1;0;0;1;0;1
Q8WVY7100111;1;1;0;0;0;1
Q92499587602;0;1;0;1;0;1
Q92522146155;1;1;0;0;0;1
Q925222436;0;0;0;1;1;1
Q92597328341Q92597328341;1;0;0;0;1;1
Q92629150162;1;1;0;0;1;0
Q9274394102;0;1;0;0;1;1
Q9280479101Q9280479101;0;1;0;1;0;1
Q92945111142Q92945111142;0;1;0;1;0;1
Q93052236268Q93052236268;0;1;0;1;0;1
Q96CT798105;0;1;1;0;1;0
Q96G03308316;0;1;1;0;0;1
Q96G03550558;0;1;1;0;0;1
Q96HC4325337;1;1;0;0;0;1
Q96IU4159179;0;1;0;1;0;1
Q96KP4324334Q96KP4324334;0;1;0;0;1;1
Q96PK6529541;0;0;1;0;1;1
Q96Q0612711290;1;1;0;0;0;1
Q96QR8106116;1;1;0;0;0;1
Q96SM3537548;1;1;0;0;0;1
Q9971512041212Q05707163171;1;1;0;0;0;1
Q9971513571366;1;1;0;0;0;1
Q9BQ391127;0;0;1;1;0;1
Q9BS26138148;0;1;0;1;0;1
Q9BT78100107;0;0;1;1;0;1
Q9BT78289302Q9BT78289302;1;0;0;0;1;1
Q9BUQ8546553Q7L014526533;0;1;0;0;1;1
Q9BWE0198212;1;0;0;0;1;1
Q9BX66369386;0;1;0;1;0;1
Q9BXN1351365;1;0;0;1;0;1
Q9BXX0315326;0;1;0;1;0;1
Q9BZQ8687713;0;1;0;1;0;1
Q9BZV189109;1;0;1;1;0;0
Q9C0C2635655;0;1;0;0;1;1
Q9C0C2836847Q9C0C2836847;0;0;1;1;0;1
Q9H0E24254;1;1;1;0;0;0
Q9H2W63346;1;1;1;0;0;0
Q9H3F6520;0;0;1;1;1;0
Q9H3Q15776;0;1;0;1;1;0
Q9H425173183Q9H425173183;1;1;0;1;0;0
Q9H4A4381396Q9H4A4381396;1;0;0;0;1;1
Q9H4G06377;0;0;0;1;1;1
Q9H4G44350;1;0;0;0;1;1
Q9H8L62536;0;1;0;0;1;1
Q9H8L6417431;1;1;0;1;0;0
Q9H9101642Q9H9101642;0;1;0;1;0;1
Q9HB71200208;0;1;1;1;0;0
Q9HBL013791390;0;0;1;0;1;1
Q9HBL015161525;0;0;1;1;0;1
Q9HBL0844859;1;0;0;1;1;0
Q9HCU0196207;0;1;0;0;1;1
Q9HD42163181;1;1;1;0;0;0
Q9NPL82538;1;1;0;0;0;1
Q9NQ38356371;1;1;1;0;0;0
Q9NQ38493500;0;0;1;1;1;0
Q9NQ38629636;0;0;1;0;1;1
Q9NQ86519534;0;0;1;1;1;0
Q9NQR4244255;0;1;1;1;0;0
Q9NR3199107;0;1;1;0;0;1
Q9NT62161176;0;1;1;1;0;0
Q9NTK5309317;0;1;0;0;1;1
Q9NUB13867;0;1;1;0;0;1
Q9NVA26779;0;1;0;1;0;1
Q9NX551034;0;1;1;0;0;1
Q9NY33382399;0;1;0;1;0;1
Q9NZN4518528;0;1;0;1;0;1
Q9NZU5156170;1;0;0;1;1;0
Q9P0134555;0;1;0;1;0;1
Q9P2E912281255Q9P2E912281255;0;1;1;0;0;1
Q9UEE9252266;1;0;1;1;0;0
Q9UHB6418435;0;0;1;1;0;1
Q9UHD83045;1;0;0;0;1;1
Q9UHD87784;1;0;0;1;1;0
Q9UII22535;0;0;1;1;1;0
Q9UJU6165173;1;1;0;1;0;0
Q9UKG1689705;1;0;0;1;1;0
Q9UKY72857;0;1;0;0;1;1
Q9UMS4281289;0;1;0;1;0;1
Q9UMS6133147;1;0;0;1;1;0
Q9UMS6712721;1;0;0;1;0;1
Q9UNM686101;0;1;1;1;0;0
Q9UNZ2102111Q9UNZ2102111;0;1;1;0;0;1
Q9Y285182203;0;1;0;1;0;1
Q9Y2D587105;0;1;1;0;0;1
Q9Y2S2156171;0;1;1;0;0;1
Q9Y490163178Q9Y490163178;1;0;1;1;0;0
Q9Y508207223;0;1;0;1;0;1
Q9Y5S95568;1;1;1;0;0;0
Q9Y6573850;0;1;1;1;0;0
Q9Y6M7380404Q9Y6M7380404;1;0;0;1;1;0
Q9Y6R74784861258126624592467;1;1;1;0;0;0
A0A0J9YXX15869A0A0J9YXX15869;1;1;0;1;0;1
A0FGR8817826;1;1;1;1;0;0
A5YM693851;1;1;0;1;0;1
A6NMZ713031321;1;1;1;1;0;0
A8MYU2339350;0;1;0;1;1;1
O00151220238;0;1;1;1;1;0
O003394055;1;0;1;0;1;1
O14907112124;0;1;1;1;0;1
O14964309328;1;0;1;1;0;1
O1502019011911O1502019011911;0;1;1;0;1;1
O1506110721093;0;1;1;1;1;0
O15061444455;1;0;0;1;1;1
O15061589609;1;0;1;1;0;1
O1514497118O1514497118;0;1;1;1;0;1
O155112047;0;1;0;1;1;1
O432901231;1;1;1;1;0;0
O43390185195O60506182192;0;1;1;1;0;1
O43488285297;1;1;0;1;0;1
O43491774790;1;1;1;0;1;0
O43491875886;1;1;0;0;1;1
O43707522536;0;1;1;1;0;1
O43707853868O43707853868;0;1;0;1;1;1
O438526272;0;1;1;1;0;1
O60504217228;0;1;1;1;0;1
O606133442;0;1;1;1;0;1
O60664148155;1;0;1;0;1;1
O60716122135;1;1;0;1;1;0
O60716254264;0;1;1;1;1;0
O60749119126;0;1;0;1;1;1
O608845363;1;0;0;1;1;1
O75083102116O75083102116;1;1;1;0;0;1
O753683546;1;1;0;0;1;1
O7536922672288;0;0;1;1;1;1
O753908192;1;1;1;0;0;1
O75489247264O75489247264;1;0;1;1;0;1
O75608718;1;1;0;1;0;1
O75781245257;0;1;1;0;1;1
O75781335357;1;1;0;1;1;0
O758744349;0;1;1;1;1;0
O75884100109;0;1;1;1;1;0
O759471741;1;1;1;1;0;0
O94875186198O94875186198;1;1;0;1;0;1
O95433236246;0;1;1;1;1;0
O95810334362;1;1;1;1;0;0
O95817107121;1;1;0;1;1;0
O960003243;1;1;0;1;0;1
O960191024;1;1;1;1;0;0
P00450571585P00450571585;1;1;0;0;1;1
P00488216224;1;1;0;0;1;1
P00558293330;1;1;1;0;0;1
P00739104113P00738162171;1;0;0;1;1;1
P00739104121P00738162179;1;1;1;0;1;0
P007513250;0;0;1;1;1;1
P00751731739;1;0;1;1;0;1
P009182847;1;1;1;0;1;0
P009182851;1;1;1;0;0;1
P01023620645P01023620645;0;1;1;1;0;1
P0102410431057;0;1;1;1;0;1
P01024274281;0;1;0;1;1;1
P01024741748;1;1;1;1;0;0
P01266859873;0;1;1;1;1;0
P01871135142;1;0;1;1;0;1
P01871215223;1;1;0;1;1;0
P02042118147P02042118147;1;0;1;1;0;1
P02461949956;1;0;0;1;1;1
P02511138149;1;1;0;1;1;0
P02533188194Q7Z3Y7163169P08727153159P13645222228P05783152158Q7Z3Z0156162Q04695157163P08779190196;0;0;1;1;1;1
P02538131158P02538131158P02538131158P02538131158;1;1;1;0;0;1
P02545276296;1;1;1;1;0;0
P02545303321P02545303321;0;1;1;0;1;1
P02545420427;1;1;0;0;1;1
P02545499527P02545499527;0;1;1;0;1;1
P02647148155;1;1;0;0;1;1
P02671219237;1;1;1;1;0;0
P02671242258P02671242258;0;1;1;1;0;1
P02671250258P02671250258;0;0;1;1;1;1
P02671496510P02671496510;1;1;1;0;0;1
P02671528547P02671528547P02671528547;0;1;1;1;1;0
P02671533547P02671533547;1;1;1;0;0;1
P02743127139P02743127139;0;1;1;1;0;1
P02748173183P02748173183;0;1;0;1;1;1
P02748262271;1;1;0;1;0;1
P0275111501157;0;0;1;1;1;1
P0275119761982;1;1;0;0;1;1
P0275123072314;0;1;0;1;1;1
P02760128140;0;1;1;1;0;1
P02763146167P02763146167;1;1;0;1;0;1
P02768423434P02768423434;0;1;1;0;1;1
P02768477496;0;1;1;1;1;0
P02787115132P02787115132;0;1;0;1;1;1
P02787122132P02787122132;1;1;1;1;0;0
P027871826;0;0;1;1;1;1
P02787231239;0;1;0;1;1;1
P02787243251P02787243251;1;1;0;0;1;1
P02787555587;0;1;1;1;0;1
P02787651663;1;1;0;1;1;0
P02790334344;1;0;0;1;1;1
P040035970P040035970;0;1;0;1;1;1
P0411420862097;1;1;1;0;1;0
P0411437543766;1;1;1;1;0;0
P0411441224129;0;1;0;1;1;1
P04196138153P04196138153;0;1;1;1;1;0
P042162635;0;1;1;1;0;1
P042166475;1;1;1;0;1;0
P04259139158P48668139158P04259139158P48668139158;1;1;1;0;0;1
P04259288299P02538288299P48668288299P04259288299P02538288299P48668288299;1;0;1;0;1;1
P04259303326P02538303326P48668303326P04259303326P02538303326P48668303326;1;1;1;0;0;1
P042595159P025385159P486685159;1;0;1;0;1;1
P04264608616;0;1;1;0;1;1
P043502146P683712146;1;1;0;1;0;1
P044066280P044066280P044066280P044066280;0;1;1;1;0;1
P0443396111;0;0;1;1;1;1
P04792172188P04792172188;0;1;1;0;1;1
P04843269278;1;1;1;1;0;0
P05787226233;1;1;0;0;1;1
P057877788;1;1;0;1;1;0
P05997207221;1;0;1;1;0;1
P05997214221;1;1;0;1;1;0
P063103444A0A0C4DH683444;1;1;1;0;0;1
P06396510525;1;1;0;1;0;1
P06396514525;0;1;0;1;1;1
P064547090;1;0;1;1;0;1
P064547590;1;1;0;0;1;1
P06576285294;0;1;1;1;1;0
P06727205220;1;0;1;1;1;0
P073052242P073052242;1;1;1;1;0;0
P07339177190;1;0;0;1;1;1
P073551737;1;1;0;1;0;1
P07384444462;1;1;0;1;0;1
P0812310381053;1;1;0;1;1;0
P08238669679;0;1;1;0;1;1
P0860310631072Q03591162171P0860310631072Q03591162171;0;1;1;1;1;0
P08621113120;0;0;1;1;1;1
P08670283304P08670283304P08670283304;1;1;1;1;0;0
P08670292304;1;1;0;1;0;1
P08670451461P08670451461;1;1;1;0;1;0
P086707278;1;0;1;1;0;1
P087271624;1;0;1;1;0;1
P08727824;1;0;0;1;1;1
P08729288302;0;1;0;1;1;1
P087295664;0;1;0;1;1;1
P087298999;1;1;0;0;1;1
P08758130151;1;0;1;1;0;1
P08758155161;1;1;1;1;0;0
P08758257271;0;0;1;1;1;1
P087585161;1;1;1;0;1;0
P08779214225P08779214225P08779214225;1;1;1;0;0;1
P08779316330;0;1;1;0;1;1
P08865148155;0;1;1;0;1;1
P08F9412491280;1;1;0;1;1;0
P094978895;0;1;0;1;1;1
P095258896;1;1;1;0;0;1
P09871487496;1;1;0;0;1;1
P0C0L410131026P0C0L510131026P0C0L410131026P0C0L510131026;1;1;1;1;0;0
P0C0L413161325P0C0L513161325;1;1;1;0;0;1
P0C0L415581564P0C0L515581564;1;1;0;1;0;1
P0C0L4178185P0C0L5178185;0;1;1;0;1;1
P0DMV9581596;1;1;0;1;0;1
P10398167188;1;0;1;1;0;1
P107203556;1;0;1;1;0;1
P1080997121;1;1;1;1;0;0
P10909326336;1;1;0;1;1;0
P11021635654;0;1;0;1;1;1
P11047275285;1;1;0;1;0;1
P11047545557P11047545557;1;1;1;0;1;0
P11142289299P0DMV9289299P34931291301;0;1;1;1;0;1
P11166469492;1;1;1;0;0;1
P11171542554P11171542554;0;1;1;1;0;1
P11177233244;1;1;1;1;0;0
P1127719731981;1;1;1;0;0;1
P12035413423P12035413423;1;1;0;1;1;0
P1207495109P1207495109;1;1;1;0;1;0
P12109901925P12109901925P12109901925;0;1;1;0;1;1
P12110672680;1;1;0;1;0;1
P1211110321041;1;0;1;1;0;1
P1211118361847P1211118361847;1;1;1;0;0;1
P1211127422757;1;1;1;1;0;0
P1211131013122;0;1;1;1;0;1
P1211131053122;0;1;1;1;1;0
P12111449465;0;1;1;1;0;1
P12111644659;0;1;1;1;0;1
P12111813836;0;1;1;1;0;1
P12111841856;1;1;1;0;0;1
P12277163172;1;0;0;1;1;1
P12814401416O43707420435;1;0;1;1;0;1
P12814419433;1;1;1;0;0;1
P12814441450O43707460469;0;1;0;1;1;1
P12830303321P12830303321;1;1;0;1;0;1
P13010307315;0;1;1;1;0;1
P13010582599;1;1;0;1;0;1
P136453359;1;1;1;0;1;0
P13645353370P13645353370;0;1;1;1;0;1
P13647375391P13647375391P13647375391;1;0;1;1;0;1
P13674119136P13674119136;0;1;1;1;0;1
P141745174;1;1;0;1;0;1
P141746474P141746474;1;0;0;1;1;1
P14317297318;1;0;1;1;0;1
P143246792P143246792;1;0;1;1;0;1
P1454310181033P1454310181033;1;1;1;0;0;1
P145433264;1;0;0;1;1;1
P14543571587;1;1;1;0;0;1
P14618391399;1;1;0;1;0;1
P147354249;1;0;1;0;1;1
P148664756;1;1;0;1;0;1
P15311406435;1;1;1;0;0;1
P1592413791392P1592413791392;1;0;1;0;1;1
P15924471490;0;1;1;1;0;1
P16070712731P16070712731;0;0;1;1;1;1
P16144871892P16144871892;1;1;1;0;0;1
P1615716561678P1615716561678;0;1;1;0;1;1
P170663138P546523037P111422936P110215360P0DMV92936P349313138;1;0;1;1;0;1
P170664451P546524350P111424249P0DMV94249P349314451;0;1;0;1;1;1
P174801421;0;1;1;1;1;0
P18124188200;1;1;1;0;1;0
P18124228236;1;1;0;0;1;1
P18124228242;1;1;1;1;0;0
P19823180189;0;1;1;1;0;1
P19823450464P19823450464;1;0;1;1;0;1
P19827505514;1;1;1;0;0;1
P19838217229;0;0;1;1;1;1
P20339101110;0;1;0;1;1;1
P209301501151137703780;1;1;0;0;1;1
P2093015751588;1;1;1;1;0;0
P2093018251840;1;1;0;1;0;1
P2093021152139;1;1;1;0;0;1
P209302301232335973619;1;0;1;1;1;0
P20930237259P20930237259;1;1;0;1;1;0
P2093025482558;1;0;1;0;1;1
P2093040024011;0;1;1;1;1;0
P21281232242;1;1;0;1;0;1
P2133310481087;0;1;1;1;1;0
P2133312611272;0;0;1;1;1;1
P2133315251532;1;1;0;0;1;1
P2133317541775P2133317541775;1;1;1;0;0;1
P21333217226;1;1;1;0;0;1
P2133323792391;1;1;0;1;0;1
P2133325792598P2133325792598;0;1;0;1;1;1
P213332951P213332951;0;1;1;1;0;1
P22087235244;0;0;1;1;1;1
P2210512641278;0;1;0;1;1;1
P2210512961323P2210512961323;0;1;1;1;1;0
P2210517091724;0;1;1;0;1;1
P23246654663;1;1;0;1;0;1
P23946210221;1;1;1;0;0;1
P2482118341843;1;0;1;1;0;1
P2482118841891;0;0;1;1;1;1
P24821890897;0;1;1;0;1;1
P248442745O149502745P191052644;1;1;1;1;0;0
P253981933;0;1;1;1;0;1
P257867582O148187481;0;1;1;1;0;1
P26038436460;1;1;1;1;0;0
P26599131146P26599131146;0;1;0;1;1;1
P26640281303;0;1;1;1;0;1
P27635177189P27635177189;0;1;0;1;1;1
P27695129136;0;1;1;1;0;1
P277972836;0;1;1;1;1;0
P27816326356P27816326356;1;0;1;1;0;1
P27816723;0;1;0;1;1;1
P27816959967;1;1;0;1;0;1
P280652939;1;1;0;1;1;0
P28066143168;0;1;1;1;0;1
P28074229239;0;1;0;1;1;1
P28300106116;1;0;1;0;1;1
P28799281298;0;1;0;1;1;1
P28906340357;0;1;0;1;1;1
P29590458477P29590458477;0;1;0;1;1;1
P29966311332;1;0;0;1;1;1
P300382547;1;1;0;1;0;1
P30038389399;1;1;1;0;0;1
P300842841;1;0;0;1;1;1
P30101435448;0;1;1;1;0;1
P304196888;1;1;1;0;0;1
P305197987;0;1;1;1;0;1
P30566397404;0;1;0;1;1;1
P31930193209;0;1;0;1;1;1
P319303958P319303958;1;1;1;0;0;1
P31939186194;1;1;1;0;0;1
P31939322335;0;1;1;0;1;1
P31947100117;1;1;1;0;0;1
P31947209224;1;1;0;0;1;1
P33241235243;0;1;1;0;1;1
P35221342357P35221342357;1;1;1;1;0;0
P352684046;1;0;1;1;0;1
P35527351374;0;1;1;1;0;1
P355277095P355277095;0;1;1;1;0;1
P3557911491162;0;1;1;1;0;1
P35579210223Q7Z406237250;1;0;1;1;0;1
P35579896903;0;1;0;1;1;1
P3558018851895P3558018851895;0;1;0;1;1;1
P35606816833;0;1;1;1;1;0
P35637185213P35637185213;1;1;1;0;1;0
P35908525544P35908525544;1;0;0;1;1;1
P35908581603;0;1;0;1;1;1
P36542280298P36542280298;0;0;1;1;1;1
P365782945P365782945;0;1;0;1;1;1
P36955229237;0;1;0;1;1;1
P36957252263;0;0;1;1;1;1
P378371121;1;1;1;1;0;0
P38159204210Q96E39204210;0;0;1;1;1;1
P381595767Q96E395767;0;1;1;1;1;0
P38606213232P38606213232;0;1;1;1;1;0
P386464785P386464785;1;1;0;0;1;1
P39059153160;0;1;1;1;0;1
P39687122132Q92688122132;0;1;0;1;1;1
P40227134141;1;1;1;0;0;1
P402611218;1;1;1;0;0;1
P40939450457;1;1;1;0;0;1
P431217891;1;1;0;1;0;1
P431552937;1;1;0;1;1;0
P43686165178;0;0;1;1;1;1
P458772430;1;1;0;1;0;1
P46063375384;0;1;1;0;1;1
P467811117;0;0;1;1;1;1
P46781180194;0;1;1;1;1;0
P46783139153;0;0;1;1;1;1
P4682113641374;0;1;1;1;1;0
P4682114141423;1;1;1;0;1;0
P46940804817P46940804817;1;0;1;1;0;1
P479293654;1;1;1;0;0;1
P4792988111P4792988111;1;0;1;1;0;1
P48643184201;1;1;1;0;1;0
P48668516533P48668516533;1;1;1;0;0;1
P48681521531;1;1;1;0;1;0
P48681894904P48681894904;1;0;1;1;1;0
P494193048;0;0;1;1;1;1
P497484162;1;1;0;0;1;1
P498212140;1;0;1;1;0;1
P49915590600;0;1;1;1;1;0
P50454177194;1;1;1;1;0;0
P5045495103;0;1;0;1;1;1
P50552284298;1;0;1;1;1;0
P50990442450;0;1;1;1;1;0
P51608142162P51608142162;0;1;1;1;0;1
P51884302310P51884302310;1;1;1;1;0;0
P522941825;1;1;1;0;1;0
P525975375;1;0;1;1;0;1
P52630773796;1;1;0;0;1;1
P546522337P111422236P0DMV92236P349312438P546522337P111422236P0DMV92236P349312438;1;1;1;0;0;1
P55008623P55008623;0;1;1;1;0;1
P55072303313;1;1;1;0;0;1
P55072797806;0;1;1;0;1;1
P55083180190P55083180190;1;1;0;1;1;0
P550846581P550846581;0;1;1;0;1;1
P550847281;1;1;0;0;1;1
P552094355;1;1;0;1;1;0
P5526812921302;0;1;1;1;0;1
P55268731740;1;1;1;0;0;1
P55290288297P55290288297;1;0;1;1;1;0
P55290470486;0;1;0;1;1;1
P56556823;1;1;0;1;0;1
P5810715151522;1;1;0;0;1;1
P5810716651674232323322859286833903399392439334458446749915000;1;1;1;0;0;1
P5810721802204P5810721802204;1;0;1;1;1;0
P581072226223927622775329333063827384048944907;0;1;1;1;1;0
P60709273290Q562R1274291P63261273290P60709273290Q562R1274291P63261273290P60709273290Q562R1274291P63261273290;1;0;1;1;0;1
P61247202213;0;1;0;1;1;1
P617694765P617694765;1;1;0;0;1;1
P61978358377;1;1;0;1;1;0
P622418492;1;1;0;0;1;1
P62753110131;1;1;0;1;0;1
P628052536P628052536;1;0;1;0;1;1
P62873181197;1;1;0;1;0;1
P63135301306;0;0;1;1;1;1
P632417086;0;1;1;1;0;1
P67809157185P67809157185;1;1;0;1;0;1
P67809163185P67809163185;0;1;0;1;1;1
P67809256279P67809256279;0;1;1;0;1;1
P68104124134;0;1;0;1;1;1
P68402129142P68402129142;1;0;1;1;0;1
P7855916251632;1;1;0;1;1;0
P816054353P816054353;1;0;0;1;1;1
P98095259271;1;1;0;1;1;0
P9816014451456;0;1;1;0;1;1
P9816037203736P9816037203736;1;1;0;1;0;1
Q00169259270Q00169259270;1;1;1;0;0;1
Q00577122140;1;1;1;0;1;0
Q00839194204;0;1;1;1;0;1
Q00839474484;0;1;0;1;1;1
Q0108211621176Q0108211621176;0;1;0;1;1;1
Q0108214831492;1;1;1;1;0;0
Q01105100122;0;1;1;0;1;1
Q0238811271143;1;1;1;0;0;1
Q02413662677;1;1;1;0;0;1
Q02413904915;0;1;1;1;0;1
Q02952418427;0;1;1;1;0;1
Q04837128148Q04837128148;0;1;1;1;1;0
Q049005564;1;0;1;0;1;1
Q05682227244;1;1;0;1;1;0
Q05682641649;0;1;1;1;0;1
Q05682683710;1;1;0;1;0;1
Q05707321332;1;1;1;1;0;0
Q05707452460;1;1;0;1;1;0
Q06033394413;0;1;1;1;0;1
Q06033599613Q06033599613;1;1;1;0;1;0
Q067874148;0;0;1;1;1;1
Q06828227236;1;1;1;0;0;1
Q068285674;0;1;1;0;1;1
Q075073243;0;1;1;0;1;1
Q075077282;1;0;1;0;1;1
Q07866477492;1;1;0;1;0;1
Q08174944951;1;1;1;0;1;0
Q08188341360Q08188341360;1;1;0;0;1;1
Q08378885895;0;1;1;1;0;1
Q0839796105;1;1;1;1;0;0
Q08554479507;1;0;1;1;0;1
Q08554529535;1;0;1;1;0;1
Q08554612632;0;1;1;1;0;1
Q0966610571063;0;1;1;1;1;0
Q0966617971811;1;0;1;0;1;1
Q0966629793000;1;0;1;1;0;1
Q096663445;1;1;0;1;0;1
Q0966646094630;1;1;1;1;0;0
Q0966652485267;1;1;0;1;0;1
Q0966652575267;1;1;1;1;0;0
Q12792164184;1;0;1;1;1;0
Q12797231247;1;1;0;1;0;1
Q12805441459Q12805441459;1;1;1;1;0;0
Q12857265277;0;1;1;1;0;1
Q12905313319;0;1;0;1;1;1
Q13151270284;1;0;1;1;0;1
Q13162155164P321198291;1;1;1;0;0;1
Q13200747763;1;1;0;1;0;1
Q132831832Q132831832;1;0;1;0;1;1
Q13283321331Q13283321331;1;1;1;1;0;0
Q13310341356P11940341356Q13310341356P11940341356Q13310341356P11940341356;1;1;1;0;0;1
Q13409598607;1;1;0;0;1;1
Q13464573583;1;0;1;0;1;1
Q13509295306P04350295306P07437295306P68371295306;0;1;1;1;1;0
Q1357612871297;1;1;1;1;0;0
Q13618163171Q13618163171;1;1;1;0;0;1
Q1381312061214;0;1;0;1;1;1
Q1383593110Q1383593110Q1383593110;0;1;0;1;1;1
Q13838228240;1;1;1;1;0;0
Q13885113121Q13509113121P07437113121P68371113121Q9BVA1113121;0;1;1;1;0;1
Q138853746P043503746P683713746Q9BVA13746;0;1;1;1;1;0
Q14103186199Q14103186199;1;1;0;1;0;1
Q14108282294;0;1;1;0;1;1
Q14152769782Q14152769782;1;1;1;0;0;1
Q14155180190;1;1;1;1;0;0
Q14157110124;1;1;1;0;0;1
Q14160451468;1;1;1;0;0;1
Q14195475481;0;1;0;1;1;1
Q142412842;1;1;1;1;0;0
Q142471238Q142471238;1;1;1;0;0;1
Q14247440454;0;0;1;1;1;1
Q14258211218;1;1;1;1;0;0
Q1431515201526;0;1;1;1;0;1
Q1431524562467;0;1;1;1;1;0
Q1431526262641;1;1;0;0;1;1
Q14515149160;1;1;0;1;1;0
Q145542432;1;0;1;0;1;1
Q14574222232;0;1;1;0;1;1
Q14574283290;0;1;1;1;0;1
Q14624143152;0;1;1;1;0;1
Q14624316338Q14624316338;1;1;1;0;0;1
Q14624361371;1;1;0;1;0;1
Q14624381396;0;1;1;1;0;1
Q14624384396;0;1;1;1;1;0
Q14764847860;1;1;0;1;0;1
Q14767151160;1;0;0;1;1;1
Q14847177197;0;0;1;1;1;1
Q14847187197;1;1;1;0;1;0
Q1498013131321;0;1;1;1;0;1
Q14BN4488503;1;1;0;1;0;1
Q15019122128;1;1;0;1;0;1
Q150192129;1;1;1;0;1;0
Q15063272284;0;1;0;1;1;1
Q15113267275;1;1;0;0;1;1
Q1514919551963;1;0;1;1;1;0
Q1514921112118;1;1;0;1;0;1
Q1514922962307;1;0;1;1;1;0
Q1514927192730;1;1;0;0;1;1
Q1514931953212;0;1;1;1;0;1
Q1514945304542;0;1;1;1;0;1
Q15293234249;1;1;0;0;1;1
Q15365223243Q15365223243;0;1;1;1;0;1
Q15424629;1;1;1;0;0;1
Q15582413432;1;1;1;1;0;0
Q15582538548;0;1;0;1;1;1
Q15654121132Q15654121132Q15654121132;1;1;0;0;1;1
Q15811208222;1;1;1;1;0;0
Q159423654;1;0;0;1;1;1
Q161343441;0;1;1;0;1;1
Q163634554;1;0;0;1;1;1
Q16555337361;0;1;1;1;0;1
Q16555349361Q16555349361;1;1;0;1;0;1
Q16555521532;1;1;1;0;0;1
Q16576243257Q09028244258;0;1;1;1;0;1
Q16643362390;1;1;0;1;1;0
Q16762214230;1;0;1;1;0;1
Q167777989Q930777989;1;0;1;1;0;1
Q27J81548555;1;1;1;1;0;0
Q2TAY799113Q2TAY799113;0;1;0;1;1;1
Q32MZ41126Q32MZ41126;1;1;0;1;0;1
Q562R14463;0;0;1;1;1;1
Q5D86210471070;1;1;0;1;0;1
Q5D86216761691;1;1;0;1;1;0
Q5D86221442156;0;0;1;1;1;1
Q5D86222612284;0;0;1;1;1;1
Q5D86223102321;1;1;1;0;0;1
Q5RKV62131;0;1;1;0;1;1
Q5TDH097108;1;1;1;0;0;1
Q6E0U4105115;0;0;1;1;1;1
Q6KB66123138;1;1;1;1;0;0
Q6NUK1197209Q6NUK1197209;0;1;1;0;1;1
Q6P4F25678;1;0;1;0;1;1
Q6PGP715391553;0;1;1;0;1;1
Q6UWP8157169;0;1;1;1;1;0
Q6UXB12742;1;1;1;0;1;0
Q6UXI7631645;1;0;0;1;1;1
Q71DI385117Q71DI385117;1;0;1;1;0;1
Q71U36251264Q9BQE3251264P68366251264;1;1;1;0;0;1
Q71U36253264Q9BQE3253264P68366253264;0;1;1;1;0;1
Q71U3685101Q9BQE385101P6836685101;1;1;1;1;0;0
Q7Z40619021912Q7Z40619021912;1;1;1;1;0;0
Q7Z794252261;1;0;1;1;0;1
Q7Z7G0234245;1;1;1;0;1;0
Q7Z7G0925936;1;0;1;1;1;0
Q7Z7H5162178Q7Z7H5162178;0;1;1;1;0;1
Q86W10376384;0;0;1;1;1;1
Q86YV0144158;0;1;1;1;1;0
Q86YZ3103810531978199324482463;1;0;1;1;0;1
Q86YZ319541977Q86YZ319541977;0;1;1;1;0;1
Q8IUX7278286;1;1;1;1;0;0
Q8IUX7550563;0;1;1;1;0;1
Q8IVF2517541Q8IVF2517541;0;1;1;1;1;0
Q8IVF2547562;1;1;1;1;0;0
Q8IVL8103110;0;1;0;1;1;1
Q8IW455058;1;1;1;0;1;0
Q8IW752228;0;0;1;1;1;1
Q8N0X7626636;0;0;1;1;1;1
Q8N3F0111131;1;1;0;1;1;0
Q8N4744250;0;0;1;1;1;1
Q8N684163173;0;1;1;1;0;1
Q8N6H794109;0;1;1;0;1;1
Q8ND56147171Q8ND56147171;1;1;0;0;1;1
Q8TAQ2932945;0;1;1;0;1;1
Q8TB057084;1;1;0;1;1;0
Q92530109122;0;1;1;0;1;1
Q92597213234Q92597213234;0;1;1;1;0;1
Q9281714041413;1;1;0;1;0;1
Q9281716051628Q9281716051628;0;0;1;1;1;1
Q92817238247Q92817238247;1;1;1;0;1;0
Q92844384394;0;1;1;1;0;1
Q93052301310;1;1;1;0;1;0
Q969G52940;1;1;0;1;0;1
Q96AB386102;0;1;1;1;0;1
Q96AE4441460;0;1;0;1;1;1
Q96D15226246;1;1;0;0;1;1
Q96DI7126143;0;0;1;1;1;1
